id,image_name,class,label,split,image_path
59d93db1-7a38-46fe-a473-8d9762c6ab4b,190.png,Chopper,3,train,train\Chopper\190.png
61d93041-03cf-4e52-8499-e7caf200f55b,12.jpg,Jinbei,6,train,train\Jinbei\12.jpg
87c91a0d-bac0-4e3c-9a0d-340670712d38,164.png,Law,8,train,train\Law\164.png
a8ee949c-e85b-4553-bb31-0c6aeba74736,217.png,Mihawk,10,train,train\Mihawk\217.png
d42ac393-ee16-4239-b4d1-533ae3e70754,153.png,Mihawk,10,train,train\Mihawk\153.png
8181a7d6-a5dc-4726-aac0-d5ff05c4b4ee,16.png,Law,8,train,train\Law\16.png
ca9e6195-a46c-49b8-bece-eef837e80673,217.png,Crocodile,4,train,train\Crocodile\217.png
85a736da-eb7f-4553-86a2-365d981a8ad8,193.jpg,Zoro,17,train,train\Zoro\193.jpg
31bb032c-9080-4b90-8c91-75c06a7d043e,70.png,Nami,11,train,train\Nami\70.png
2d0a60d2-badc-4789-9834-124273b3cf99,129.png,Usopp,16,train,train\Usopp\129.png
abb0599e-619d-436a-b930-8346f2b24efc,36.png,Akainu,1,train,train\Akainu\36.png
035bb4f3-edc5-4898-83b1-f317ebacbb99,48.png,Franky,5,train,train\Franky\48.png
a50bd5ea-21aa-4985-96e4-c24fe82b7684,102.png,Usopp,16,train,train\Usopp\102.png
6483061f-f80f-49cb-ab10-103e07a2491f,66.png,Law,8,train,train\Law\66.png
0251b36c-15ba-4eaa-b02d-18b7bc931397,137.jpg,Luffy,9,train,train\Luffy\137.jpg
03d045b8-a351-4096-9b03-e0a0221cdbfd,6.png,Rayleigh,12,train,train\Rayleigh\6.png
c5e94406-6a65-4338-b39f-dd40f682852f,42.jpg,Luffy,9,train,train\Luffy\42.jpg
346da211-ddf2-4e6b-9ed1-52e49320cc6f,168.png,Chopper,3,train,train\Chopper\168.png
9075227d-9f58-41d1-9c5b-157ce53666b7,76.png,Franky,5,train,train\Franky\76.png
e6d6bf13-41b9-45c8-b536-86881e0e95a6,52.png,Rayleigh,12,train,train\Rayleigh\52.png
5f8530b2-0c21-45ef-87c8-66ec4fefb201,182.png,Usopp,16,train,train\Usopp\182.png
5546c789-fa9c-4e8a-bd11-17b1bf1f9a40,35.png,Brook,2,train,train\Brook\35.png
b85a09ec-32d2-4194-ba69-0fe580b36460,14.png,Brook,2,train,train\Brook\14.png
18f0db39-c6f3-4e9e-981c-3d675dbd8357,96.png,Ace,0,train,train\Ace\96.png
8f5ccdd8-ded7-447c-8d02-8efdf555fa29,197.png,Mihawk,10,train,train\Mihawk\197.png
b1be0294-9b39-4f01-a538-c0c2aca2e1cd,88.png,Chopper,3,train,train\Chopper\88.png
44b9c9cc-a450-4952-bd68-4ddf0cbe7cf3,146.png,Chopper,3,train,train\Chopper\146.png
0e3605ea-8e58-4e2f-a906-be95987937ba,59.png,Law,8,train,train\Law\59.png
34fd0d30-a4cb-41be-988f-fdb4030e78f2,42.png,Franky,5,train,train\Franky\42.png
6d45aabb-ab1d-42fe-97eb-a82229bf84b8,105.jpg,Sanji,14,train,train\Sanji\105.jpg
f79d992a-ef15-416d-8f1c-6814230a6182,120.png,Franky,5,train,train\Franky\120.png
b1c2e37b-77ae-486a-b795-14fc775b74c6,69.png,Law,8,train,train\Law\69.png
c4df6b50-7196-4f50-8803-5882a30a69ee,113.png,Nami,11,train,train\Nami\113.png
c18ebe31-1d99-4eed-a630-a2652c86829c,128.png,Rayleigh,12,train,train\Rayleigh\128.png
1965112f-67a3-4aa6-9f03-775e198805fb,42.png,Chopper,3,train,train\Chopper\42.png
d0485d83-0a21-4677-b1f9-ad6740d0246f,79.png,Shanks,15,train,train\Shanks\79.png
9977ab03-1343-49ff-81af-a8889e7ae73b,92.png,Usopp,16,train,train\Usopp\92.png
67579e93-9e9e-4aad-8269-83271e97213f,118.png,Franky,5,train,train\Franky\118.png
6cef22db-31a2-426b-a92d-a5621a1675fd,129.png,Brook,2,train,train\Brook\129.png
bfde4e44-736e-4410-a314-f9b26b329e51,27.png,Nami,11,train,train\Nami\27.png
232f02ec-6885-4095-8fd5-3f32e52d81cd,215.png,Mihawk,10,train,train\Mihawk\215.png
ae2fa8f5-ec49-468a-b246-5dff7488e071,118.png,Shanks,15,train,train\Shanks\118.png
19c34b0d-69c6-4477-8041-935b5bb76252,93.png,Nami,11,train,train\Nami\93.png
cefdf8e3-253d-4394-a82e-060f61a7cd4b,118.png,Brook,2,train,train\Brook\118.png
6e0e9b03-caf5-4cf0-8ab7-a439051d2fd6,68.jpg,Luffy,9,train,train\Luffy\68.jpg
6b4e1db2-b3bf-4f88-ba66-0719608e11b4,154.png,Mihawk,10,train,train\Mihawk\154.png
acec18a7-d0f4-49f0-a63f-0ece93e25740,150.png,Shanks,15,train,train\Shanks\150.png
bddb282b-0964-454c-bd6d-f69e8e28bdce,147.jpg,Ace,0,train,train\Ace\147.jpg
02adeaff-f385-4ac9-94eb-4270eda920a4,40.png,Ace,0,train,train\Ace\40.png
9015a9b3-29df-41c3-8474-befb9d64ad0e,97.png,Chopper,3,train,train\Chopper\97.png
1a58a089-69c8-431f-b40e-eb7d61e9a1cb,45.png,Chopper,3,train,train\Chopper\45.png
b1d76a1b-a597-4212-ac34-e22afefea9c8,7.jpg,Luffy,9,train,train\Luffy\7.jpg
56f0d430-fee8-4d14-a450-b4f3503359c2,177.png,Ace,0,train,train\Ace\177.png
4dc676d9-da84-4b65-9af1-faf292077e78,92.png,Nami,11,train,train\Nami\92.png
100e0576-d23e-4104-8696-0d25162dfe23,65.png,Nami,11,train,train\Nami\65.png
aca71db0-f0a8-4704-a3c9-e8801dde5d51,219.png,Franky,5,train,train\Franky\219.png
f8a005ce-f358-48d4-9ec4-5958d5ba8c31,104.png,Ace,0,train,train\Ace\104.png
93f8fea3-99b2-4dd5-b236-4de85054c611,184.png,Crocodile,4,train,train\Crocodile\184.png
61f4d763-c001-447a-98d8-514425108d00,164.png,Rayleigh,12,train,train\Rayleigh\164.png
0b0906ce-7d36-4b3a-8a07-e8640d41c244,193.png,Kurohige,7,train,train\Kurohige\193.png
223a269f-39f3-4547-ba17-1416919ffc75,136.jpg,Robin,13,train,train\Robin\136.jpg
0299d137-5e9b-47ca-9ae1-f4c1557b7ebb,59.png,Nami,11,train,train\Nami\59.png
37f0373f-91c1-41e3-b0bf-875cdc71d99f,160.png,Chopper,3,train,train\Chopper\160.png
ee3b31ce-8ee4-48b6-be60-743ba35338e0,70.png,Kurohige,7,train,train\Kurohige\70.png
983a0774-ce6f-482c-995e-7890dc8f3b7b,217.png,Rayleigh,12,train,train\Rayleigh\217.png
1c1129e5-056f-4571-91fa-313cf02078d9,71.png,Law,8,train,train\Law\71.png
0e8d0aa9-8186-4041-8767-a7af24c29d54,17.png,Mihawk,10,train,train\Mihawk\17.png
fb7cd9ac-2064-47a5-b9be-b76096655383,140.jpg,Ace,0,train,train\Ace\140.jpg
0e45811c-9f7c-42af-850a-59ed965e9ce6,139.png,Kurohige,7,train,train\Kurohige\139.png
e1dc6b8f-db35-49f0-8fa1-0d8720afdfdf,206.png,Kurohige,7,train,train\Kurohige\206.png
6be52580-2b58-445e-86d1-49f1349347d0,183.png,Akainu,1,train,train\Akainu\183.png
eba99c95-e380-4afd-bf20-cea11a74ca30,65.png,Rayleigh,12,train,train\Rayleigh\65.png
568e1145-05b3-4428-a2ca-423ff44dd893,212.png,Crocodile,4,train,train\Crocodile\212.png
ef1db7d6-5c33-47d0-922b-45e87907ec95,213.png,Rayleigh,12,train,train\Rayleigh\213.png
2fd2c3fe-b9b5-4f67-a4a8-12ad6c0812f9,139.png,Brook,2,train,train\Brook\139.png
1267cb1c-6b60-4e8e-83e6-1d14701ed19e,29.png,Shanks,15,train,train\Shanks\29.png
85bf1e19-6e89-42be-9927-7a10f4c91506,140.png,Usopp,16,train,train\Usopp\140.png
64434ae5-a4aa-4eac-80a1-0485145a9f46,33.jpg,Luffy,9,train,train\Luffy\33.jpg
5e8ef18a-64e0-42d8-861f-737803418056,85.png,Usopp,16,train,train\Usopp\85.png
bf7ec025-d87e-4fa3-b614-780be9c04d06,132.png,Mihawk,10,train,train\Mihawk\132.png
0d5c7f1f-193d-4546-8189-d1c79449525d,104.png,Rayleigh,12,train,train\Rayleigh\104.png
a6aa85a3-d323-4fbc-8143-ba3674cb844d,87.png,Shanks,15,train,train\Shanks\87.png
f847eb69-0254-4b6b-95dc-351c8e8315b9,160.png,Shanks,15,train,train\Shanks\160.png
a6d9f5fe-176b-4190-ac3b-818505711a38,193.png,Akainu,1,train,train\Akainu\193.png
3db3beb8-281f-410c-9d31-39a1b22e7383,5.png,Mihawk,10,train,train\Mihawk\5.png
a3dc5618-c62d-4da4-b9cc-e643a383ae2e,67.png,Akainu,1,train,train\Akainu\67.png
e8819dc6-6995-4a84-a4ea-b364fa9b3b82,28.jpg,Jinbei,6,train,train\Jinbei\28.jpg
24584461-99d9-46da-801c-4ebc3499918c,96.png,Chopper,3,train,train\Chopper\96.png
435b6e08-cb8a-4e06-b161-49d369228330,61.jpg,Sanji,14,train,train\Sanji\61.jpg
c15e3f4b-0dec-466e-b6a1-99f728596ed8,143.png,Nami,11,train,train\Nami\143.png
235df95e-5e97-494c-b49b-020e09441432,85.png,Kurohige,7,train,train\Kurohige\85.png
2a65da76-b4cc-46aa-a891-8e32405f5546,87.jpg,Luffy,9,train,train\Luffy\87.jpg
ebf96342-752c-464c-af09-87c02713e75b,197.png,Brook,2,train,train\Brook\197.png
1da91b06-3746-40cb-bce6-f29476fd0a7f,91.png,Usopp,16,train,train\Usopp\91.png
c11d5538-1707-4482-8c75-b7e516a343a2,23.png,Jinbei,6,train,train\Jinbei\23.png
d47e2d22-5dac-4a58-a738-9d1a07d1c09d,130.png,Brook,2,train,train\Brook\130.png
16bb7379-74d1-4143-8078-dddea84119f8,206.png,Franky,5,train,train\Franky\206.png
ac736295-4f5e-4b8f-befd-a616642f312b,5.png,Usopp,16,train,train\Usopp\5.png
ea27917e-30d4-4801-b189-b12dfa1bbb1e,175.png,Mihawk,10,train,train\Mihawk\175.png
8e07be0a-fa0e-4cf8-ba7a-a579f11e53fe,96.png,Nami,11,train,train\Nami\96.png
26dee615-ccc4-4f1b-ae39-af57a04fe5cd,45.jpg,Jinbei,6,train,train\Jinbei\45.jpg
5932a54d-f00e-4175-b12b-2884b797b160,161.png,Chopper,3,train,train\Chopper\161.png
b4676172-c4da-46c4-8cb9-8a93eaf80255,158.png,Mihawk,10,train,train\Mihawk\158.png
b03602bb-0715-4a43-9c3c-9de6d1f79934,177.png,Jinbei,6,train,train\Jinbei\177.png
543b38fd-f912-4a6a-ae6a-4a1e011fd9c0,107.png,Shanks,15,train,train\Shanks\107.png
c6e06a74-526d-403c-a13c-718c130ac681,147.jpg,Sanji,14,train,train\Sanji\147.jpg
16b0df39-1a46-4448-ba42-72551d8b7028,134.jpg,Zoro,17,train,train\Zoro\134.jpg
da56f146-fd80-43ef-b087-19ecc6cc643b,212.png,Jinbei,6,train,train\Jinbei\212.png
4a24454a-5742-4988-b19c-284725dbc9fc,40.png,Robin,13,train,train\Robin\40.png
77df3dde-9f03-4c93-a44b-47fd6f2a0c64,107.jpg,Zoro,17,train,train\Zoro\107.jpg
ee48f667-4a05-4dc9-a490-7ff6a98f5ae3,55.png,Nami,11,train,train\Nami\55.png
e3cf75fe-d282-4a57-b7a1-7117afb16c80,137.png,Chopper,3,train,train\Chopper\137.png
7c42e59d-85b0-4dc0-854f-0f21a06af8f6,44.png,Kurohige,7,train,train\Kurohige\44.png
5e84ae4f-dc57-447d-8ae2-fc95987ac913,142.png,Law,8,train,train\Law\142.png
93aa2a31-e46f-4ab6-8a26-dd4e72a22f1f,140.jpg,Robin,13,train,train\Robin\140.jpg
4f9f190a-30f6-4430-aa7c-2cac54c8b8c8,69.jpg,Jinbei,6,train,train\Jinbei\69.jpg
bd5fa84e-8525-417e-bb9f-73fc01ff1b98,84.png,Franky,5,train,train\Franky\84.png
db21b4dd-a443-47a2-9b26-cde134fd981a,154.png,Crocodile,4,train,train\Crocodile\154.png
c1393e28-3a2c-417b-98b7-95212c358188,186.png,Usopp,16,train,train\Usopp\186.png
8fea8d27-38ef-4e63-b2c8-b120ff0dee3c,191.png,Nami,11,train,train\Nami\191.png
d40077f0-7516-4fab-9d8f-a3f97634236d,21.png,Crocodile,4,train,train\Crocodile\21.png
b27e5f4e-e7ad-4e7a-831f-3895e07d9630,176.png,Rayleigh,12,train,train\Rayleigh\176.png
dad5dae4-297f-43a0-8dbe-ff26556c492c,40.png,Rayleigh,12,train,train\Rayleigh\40.png
5bcf94a0-62b7-4c3c-881c-5c5fc77558b0,121.png,Sanji,14,train,train\Sanji\121.png
dded2d67-43ff-4e0c-8111-f6d8e9dc2602,90.png,Crocodile,4,train,train\Crocodile\90.png
3df00fbc-ae98-4e53-9f02-5a6d8fb301be,203.png,Crocodile,4,train,train\Crocodile\203.png
2cb4a99e-6cc3-473f-ba63-96811723ac85,13.png,Kurohige,7,train,train\Kurohige\13.png
56846a9c-ff93-4664-a28d-f65ebbd7206d,104.png,Law,8,train,train\Law\104.png
1893d318-6210-48a1-b3d8-7d8aabb95718,84.png,Ace,0,train,train\Ace\84.png
bae447be-59e0-4972-b533-f357c8f5e77e,186.png,Kurohige,7,train,train\Kurohige\186.png
0dc3c1c5-eb66-4b6d-b6bf-39cdb852bd37,46.png,Mihawk,10,train,train\Mihawk\46.png
d4002e26-a0a2-48a2-8f97-93bf0963b0b7,165.png,Kurohige,7,train,train\Kurohige\165.png
1e2b2258-64b3-408e-8a03-8b64cc09c8c0,85.png,Chopper,3,train,train\Chopper\85.png
fadb0686-55d9-462f-b08f-470fe2bf9ce9,188.png,Brook,2,train,train\Brook\188.png
bfd2de93-8fb2-4197-b790-0568e5cac060,183.png,Mihawk,10,train,train\Mihawk\183.png
b9fb6622-b02b-40a7-96b7-00b540dbcdac,47.jpg,Robin,13,train,train\Robin\47.jpg
23550092-86ca-4177-8306-01dd30a424cb,187.jpg,Zoro,17,train,train\Zoro\187.jpg
419539f2-6726-4148-9c2b-f599994f3935,71.png,Brook,2,train,train\Brook\71.png
7cd612cd-233c-47a4-96bf-26bd2104d754,222.png,Franky,5,train,train\Franky\222.png
3767574b-0ef0-4f3e-8ed5-f494a43f2501,28.png,Akainu,1,train,train\Akainu\28.png
cb22c133-78d1-47a2-b74b-2649f5a1299f,149.png,Brook,2,train,train\Brook\149.png
c31dfd37-2d8b-4931-8703-5825eb97f673,46.jpg,Zoro,17,train,train\Zoro\46.jpg
364ac02d-31ef-4a34-aa3b-fae2ed891fd6,81.png,Crocodile,4,train,train\Crocodile\81.png
bfa77cab-42af-460d-8e4d-2287e74845c5,217.png,Shanks,15,train,train\Shanks\217.png
8a15b093-ebac-4bcc-bea8-be26f489b873,100.png,Akainu,1,train,train\Akainu\100.png
1f1a8265-1e27-49ec-8bc9-5c7a97288ebf,83.png,Mihawk,10,train,train\Mihawk\83.png
4e6bff09-60a2-4985-9753-2fd78aaf60bd,203.png,Franky,5,train,train\Franky\203.png
02afac2f-da96-4999-84f8-71873badcb6e,42.jpg,Jinbei,6,train,train\Jinbei\42.jpg
4e241d10-4d65-4caf-b8ae-006ee8b1d914,106.png,Usopp,16,train,train\Usopp\106.png
2f12d7e1-c6af-4b35-bede-805dc55b08a5,195.png,Rayleigh,12,train,train\Rayleigh\195.png
869b5e98-f90c-4447-bd68-80920db13cd1,101.jpg,Luffy,9,train,train\Luffy\101.jpg
22fe38f8-0581-4a3d-b5ec-cb5d22844c8a,61.png,Akainu,1,train,train\Akainu\61.png
b0d56a5d-3eac-478d-9767-413eee5a6647,132.jpg,Sanji,14,train,train\Sanji\132.jpg
e5f87964-4139-4984-b734-ab27ba07f30c,171.png,Franky,5,train,train\Franky\171.png
2dd91820-4c4d-4930-8666-9f8847767ad4,29.png,Brook,2,train,train\Brook\29.png
cd3bd284-2dd1-4ebf-82f2-4713a26391ce,75.png,Rayleigh,12,train,train\Rayleigh\75.png
a5f15fbf-a745-4a6b-9287-2bd3648ae52c,194.png,Law,8,train,train\Law\194.png
e9089d7d-da0c-4cea-bbe9-ba1e68adfdca,62.png,Jinbei,6,train,train\Jinbei\62.png
528561b7-db66-455b-bf52-4a4bc70c088c,214.jpg,Ace,0,train,train\Ace\214.jpg
795b869c-691c-4a99-ac94-c9524ce32adb,53.jpg,Sanji,14,train,train\Sanji\53.jpg
46ed5563-45bf-4060-9ef8-679f22857517,91.png,Crocodile,4,train,train\Crocodile\91.png
7df7d05f-8520-4333-94f8-8436eb57b122,41.png,Crocodile,4,train,train\Crocodile\41.png
3be1595a-3429-44d6-906b-8e7860a12d22,21.png,Chopper,3,train,train\Chopper\21.png
d04b867f-b357-488d-8a96-50105355fd2c,118.png,Nami,11,train,train\Nami\118.png
2662fc49-929e-4c41-ae7c-4801b4b9c552,142.png,Akainu,1,train,train\Akainu\142.png
c62cbad4-814a-4ce4-9504-e1db1d24e3ba,188.png,Franky,5,train,train\Franky\188.png
a7f8605a-254e-48fc-a2a1-17a141ce5cac,30.png,Akainu,1,train,train\Akainu\30.png
2a4929b9-363b-4784-9607-c265135e079c,78.png,Law,8,train,train\Law\78.png
c664096a-8884-4bee-bc82-2dbeea9cb3ea,151.png,Mihawk,10,train,train\Mihawk\151.png
b477547f-e387-49a5-b220-bc12a653a5cb,33.jpg,Jinbei,6,train,train\Jinbei\33.jpg
96e5d216-5307-435c-a058-bbb03203377b,112.png,Brook,2,train,train\Brook\112.png
0f002bba-572c-4b99-8b47-147ac22f16b5,179.png,Brook,2,train,train\Brook\179.png
bac681a7-e494-478c-a08c-5aa8429846ec,95.png,Chopper,3,train,train\Chopper\95.png
e3f94e08-74b4-4c43-b98f-88e0a6528d06,84.jpg,Zoro,17,train,train\Zoro\84.jpg
4806e71a-0407-44c4-87e2-559676024c0d,35.jpg,Zoro,17,train,train\Zoro\35.jpg
f0454f61-5e84-4905-860e-97fff877141b,113.png,Rayleigh,12,train,train\Rayleigh\113.png
b2f274d8-b830-416f-bf02-185d41be8808,93.jpg,Sanji,14,train,train\Sanji\93.jpg
a874f6ac-2105-492a-b230-27c88976d67e,2.jpg,Zoro,17,train,train\Zoro\2.jpg
94a48e12-8d3b-4b23-ac99-156262267b6e,75.png,Chopper,3,train,train\Chopper\75.png
6bdde673-4aba-4d7e-94c6-b7b50b7205c4,12.png,Rayleigh,12,train,train\Rayleigh\12.png
10f92e4d-6a5d-43ea-a2fa-91a357a61080,57.png,Rayleigh,12,train,train\Rayleigh\57.png
be3a1324-c041-44a0-b77c-4c0964e4527e,86.png,Law,8,train,train\Law\86.png
86c740c2-bd1e-4348-8210-7cc52cc33cc3,74.png,Crocodile,4,train,train\Crocodile\74.png
8a7671e2-5b13-4420-b361-4d22fcae29df,153.png,Brook,2,train,train\Brook\153.png
c60f6fcf-8fd1-4f14-91b9-acb489c18f76,30.png,Usopp,16,train,train\Usopp\30.png
86ce0375-8e7e-4b8e-ad5c-b420cc6de402,85.jpg,Zoro,17,train,train\Zoro\85.jpg
cac23a00-43c4-4470-b1a8-483f0a3daf45,29.png,Law,8,train,train\Law\29.png
e62b8181-20a0-48e5-8524-860222bffb23,107.png,Rayleigh,12,train,train\Rayleigh\107.png
d0a42b7e-1e02-486a-9632-a4c70d0745a9,78.png,Akainu,1,train,train\Akainu\78.png
5529294c-48bd-427c-a413-c1f3f111d565,63.png,Kurohige,7,train,train\Kurohige\63.png
24dd5ecb-9849-419b-b6a1-796f8f425089,181.png,Law,8,train,train\Law\181.png
161453ba-100c-473e-8450-6469278d0936,18.jpg,Luffy,9,train,train\Luffy\18.jpg
38f96c49-f986-43bd-8a24-4197f84c17b2,30.png,Robin,13,train,train\Robin\30.png
3a5580de-a862-44ac-9125-b456237ac499,196.png,Ace,0,train,train\Ace\196.png
bf41dd07-a168-44fd-ab7a-03b7c898a1dd,61.png,Chopper,3,train,train\Chopper\61.png
ea97a83e-6d98-4552-8f56-da6b6d8fb185,176.png,Chopper,3,train,train\Chopper\176.png
c1c95af2-55b8-419c-bc71-bc093b38d42e,111.png,Mihawk,10,train,train\Mihawk\111.png
da8c2267-753b-4609-b8a8-6012c3d7a76b,26.jpg,Jinbei,6,train,train\Jinbei\26.jpg
81877a59-59cb-452d-bfcf-24b520501d86,137.png,Jinbei,6,train,train\Jinbei\137.png
5bcaa72d-f1c4-4d91-b6b5-429efcf67de5,74.jpg,Luffy,9,train,train\Luffy\74.jpg
65b2aa07-eaad-42fa-9e36-2e478f352c1c,159.png,Law,8,train,train\Law\159.png
df2c6561-e46a-4f61-a5e6-00e32c9549dd,157.jpg,Sanji,14,train,train\Sanji\157.jpg
4336057b-66aa-4341-a23a-10ee90be8598,172.png,Kurohige,7,train,train\Kurohige\172.png
f50586c1-78c3-4140-b3c0-91c286dc69d5,39.png,Nami,11,train,train\Nami\39.png
95625daf-8ed6-4297-a7de-c6f0c65ea971,162.png,Law,8,train,train\Law\162.png
973d01ca-360b-4f58-b84c-0dffac029de3,122.png,Franky,5,train,train\Franky\122.png
4254f595-191b-4ebb-9017-fde7a50323da,118.jpg,Robin,13,train,train\Robin\118.jpg
f9d90166-abba-465f-81ed-08c95c7442ac,142.png,Usopp,16,train,train\Usopp\142.png
98517625-4a3a-4bc2-81f6-3d3829ed98db,184.png,Rayleigh,12,train,train\Rayleigh\184.png
e18ef654-6f3a-46d7-8eed-ff3c50b096ba,147.png,Chopper,3,train,train\Chopper\147.png
6e1b98f8-27d2-4aa5-8a64-c4f66293e15b,27.png,Franky,5,train,train\Franky\27.png
afb6a240-9f32-4e2f-b3b9-69ff1a7a0e06,93.png,Law,8,train,train\Law\93.png
4c3ea33b-f427-4712-b5bc-356e132ef21d,189.png,Nami,11,train,train\Nami\189.png
513d2f98-bf59-4077-b2a6-a9a0435e3f20,134.png,Shanks,15,train,train\Shanks\134.png
efcbb23e-9df6-4e12-996c-3f3e4809cd44,72.png,Akainu,1,train,train\Akainu\72.png
069d0c22-907b-4bac-8ffc-9ce20ffd8098,102.png,Chopper,3,train,train\Chopper\102.png
da31d826-9226-4d4d-b015-0babb46645bc,227.png,Brook,2,train,train\Brook\227.png
ad8f40e5-6e0c-48ce-9958-58bc5fb291e4,214.png,Usopp,16,train,train\Usopp\214.png
a1b2a064-599c-48f9-9b22-0521e72819de,190.png,Akainu,1,train,train\Akainu\190.png
5eafecc3-d869-4239-8934-6a90b0c1bab4,9.png,Ace,0,train,train\Ace\9.png
92c80acd-2922-401c-938a-5d62280ae5d0,97.jpg,Sanji,14,train,train\Sanji\97.jpg
398d803b-a5c9-4511-9dda-39d06894a4eb,189.png,Jinbei,6,train,train\Jinbei\189.png
455a22a5-5880-409c-bdb9-8646b662ec41,168.png,Mihawk,10,train,train\Mihawk\168.png
ee19625a-937f-4974-9a79-2557fad0560d,24.png,Franky,5,train,train\Franky\24.png
7772b4c1-43cb-4281-8fe2-3ee982eb2270,155.png,Jinbei,6,train,train\Jinbei\155.png
62c1a32b-bcd1-40b1-a109-3e4eed400d06,67.png,Law,8,train,train\Law\67.png
8b136cae-23b5-4a7f-888a-ba420cd871de,207.png,Brook,2,train,train\Brook\207.png
ad76ec5a-75f9-48dc-ba81-c07a55d20a05,171.png,Crocodile,4,train,train\Crocodile\171.png
f5d6476a-a3e1-4075-b09d-8e5860bc2261,167.png,Jinbei,6,train,train\Jinbei\167.png
fa01d573-c6d4-4fc2-8b15-da7ce9fcd956,196.jpg,Robin,13,train,train\Robin\196.jpg
6e60a62c-9678-4240-b1ab-1a96b4cf51cb,19.jpg,Luffy,9,train,train\Luffy\19.jpg
2e8e924b-d47c-4f6e-a6d2-bcea31a83e62,109.png,Kurohige,7,train,train\Kurohige\109.png
51fe1b6b-6fa1-4009-958d-22df92c37714,100.png,Chopper,3,train,train\Chopper\100.png
80008b48-495c-4454-818e-a7e2cfbd31ee,56.png,Shanks,15,train,train\Shanks\56.png
80ce2b33-be8c-43e5-8c71-4f1696b0bb76,41.jpg,Sanji,14,train,train\Sanji\41.jpg
a3c70295-74b5-43b5-87dc-bc8fcb321a1b,92.png,Mihawk,10,train,train\Mihawk\92.png
52f45bb2-e9a6-488d-b035-f8b76e762147,154.png,Kurohige,7,train,train\Kurohige\154.png
0f0b8057-f22c-4803-a057-8c6f689aec51,201.png,Kurohige,7,train,train\Kurohige\201.png
b23e75bc-2e93-4972-b12a-603dfa4f3004,113.png,Law,8,train,train\Law\113.png
95a857ea-3642-469f-a837-c1bd7a20ba70,149.png,Franky,5,train,train\Franky\149.png
2adc7f76-478a-430a-928f-1a8a74af430c,28.png,Law,8,train,train\Law\28.png
72ac4a2c-7c8c-45a0-b40f-11046f52379f,199.png,Akainu,1,train,train\Akainu\199.png
9d106f52-aa95-49bf-bc81-28428bbb0c3d,64.png,Crocodile,4,train,train\Crocodile\64.png
4f3db0ca-4803-42b9-b206-a705732bc218,66.png,Akainu,1,train,train\Akainu\66.png
fefb7d87-d5df-4460-9845-43c17dc10afa,41.png,Ace,0,train,train\Ace\41.png
86bc04f4-b2de-4068-8e21-07ef96949312,42.png,Law,8,train,train\Law\42.png
2df02df5-e9fe-4839-8102-93ec76b838ee,89.jpg,Zoro,17,train,train\Zoro\89.jpg
46798183-a1d5-4617-9201-f489755aa30f,14.jpg,Robin,13,train,train\Robin\14.jpg
bb0ef229-1238-4661-9142-6d09d2552f8a,67.png,Brook,2,train,train\Brook\67.png
52bbfb1b-dc2a-4de2-a478-3265f9b03658,7.png,Chopper,3,train,train\Chopper\7.png
3c082e52-9359-4994-9588-9dc4a2b1b9c9,26.jpg,Sanji,14,train,train\Sanji\26.jpg
be7803a5-17f9-48be-9528-505c63a1aec8,81.png,Ace,0,train,train\Ace\81.png
3decafb7-1f9f-4e60-b05b-24a86eccef81,85.png,Brook,2,train,train\Brook\85.png
517c94ba-4906-40e6-ac33-e5ae52976347,35.png,Ace,0,train,train\Ace\35.png
1bdf4c20-8a26-448e-9263-586d674de04c,175.png,Rayleigh,12,train,train\Rayleigh\175.png
7210d241-d37b-4163-8b7e-17872609caa2,204.png,Franky,5,train,train\Franky\204.png
22786adb-1fbf-4d4c-8670-9b0f93897f55,82.png,Mihawk,10,train,train\Mihawk\82.png
8835cc5b-4be5-4fce-bdf6-85efaf5b926c,226.png,Franky,5,train,train\Franky\226.png
6d9f8e69-27e0-441b-979f-53b07dadcbe9,117.png,Kurohige,7,train,train\Kurohige\117.png
a2bc0d31-6e43-4b5a-8d78-0252fc00834f,33.png,Akainu,1,train,train\Akainu\33.png
e455b817-832f-4ff5-8790-5d44d9010cb6,192.png,Crocodile,4,train,train\Crocodile\192.png
9d17403c-f5bc-4246-83b4-29da2520deab,153.png,Chopper,3,train,train\Chopper\153.png
303cc3fa-5306-4b4f-bf78-d0db5a6ab0cc,154.png,Brook,2,train,train\Brook\154.png
03f593d0-a231-41d5-95a7-d4ae799bc65c,200.png,Mihawk,10,train,train\Mihawk\200.png
1d74926e-70c1-4823-95e2-f6a1f4a5aba8,197.png,Shanks,15,train,train\Shanks\197.png
178f1fde-f292-4cf8-ac03-03330f31285f,132.png,Usopp,16,train,train\Usopp\132.png
b8f572f3-d944-4594-ac87-937dbd359f6c,176.png,Shanks,15,train,train\Shanks\176.png
3a577fb4-6aa8-4a72-9764-1808ce6dc219,107.png,Kurohige,7,train,train\Kurohige\107.png
33067e15-6f11-479c-9458-6abd30c73d1a,49.png,Akainu,1,train,train\Akainu\49.png
8023266a-26f4-40ad-9fc1-2a3fbbf437d9,170.png,Brook,2,train,train\Brook\170.png
d73e3b21-93cf-4f3f-9383-b55254e56291,52.png,Brook,2,train,train\Brook\52.png
c4d1a1ca-cda8-4669-b861-b116ac3477fb,217.png,Akainu,1,train,train\Akainu\217.png
